Model,label,precision,recall,f1,support
Decision Trees,no_thrust,0.4649,0.5766,0.5147,1469
Decision Trees,chemical,1.0,1.0,1.0,1466
Decision Trees,electric,0.4729,0.364,0.4114,1533
Decision Trees,impulsive,1.0,1.0,1.0,1532
Decision Trees,macro_avg,0.7344,0.7351,0.7315,6000
Decision Trees,weighted_avg,0.7343,0.7338,0.7308,6000
Decision Trees,t_no_thrust,847.0,0.0,622.0,0
Decision Trees,t_chemical,0.0,1466.0,0.0,0
Decision Trees,t_electric,975.0,0.0,558.0,0
Decision Trees,t_impulsive,0.0,0.0,0.0,1532
LSTM,no_thrust,0.5223,0.5099,0.516,1469
LSTM,chemical,1.0,1.0,1.0,1466
LSTM,electric,0.5408,0.5532,0.5469,1533
LSTM,impulsive,1.0,1.0,1.0,1532
LSTM,macro_avg,0.7658,0.7658,0.7657,6000
LSTM,weighted_avg,0.7657,0.7658,0.7657,6000
LSTM,t_no_thrust,749.0,0.0,720.0,0
LSTM,t_chemical,0.0,1466.0,0.0,0
LSTM,t_electric,685.0,0.0,848.0,0
LSTM,t_impulsive,0.0,0.0,0.0,1532
Mamba,no_thrust,0.8049,0.8005,0.8027,1469
Mamba,chemical,1.0,1.0,1.0,1466
Mamba,electric,0.8099,0.8141,0.812,1533
Mamba,impulsive,1.0,1.0,1.0,1532
Mamba,macro_avg,0.9037,0.9037,0.9037,6000
Mamba,weighted_avg,0.9037,0.9037,0.9037,6000
Mamba,t_no_thrust,1176.0,0.0,293.0,0
Mamba,t_chemical,0.0,1466.0,0.0,0
Mamba,t_electric,285.0,0.0,1248.0,0
Mamba,t_impulsive,0.0,0.0,0.0,1532
