Mamba Train,LSTM Train,Mamba Test,LSTM Test
85.43257581349462,82.72265891358256,0.6205645250156522,0.6153727127239108
82.39704746752977,75.27822305075824,0.6304449811577797,0.6222426751628518
84.50417081452906,70.98025558982044,0.6227705497294664,0.6335503654554486
83.50353868771344,76.5157814398408,0.6252093380317092,0.6226462461054325
80.53132636100054,74.8429589709267,0.6441229274496436,0.6214659893885255
83.4990805387497,75.61630320269614,0.6170331928879023,0.6400883179157972
80.70145120564848,76.12851956859231,0.6147925797849894,0.6209802934899926
80.25283584091812,72.07654539123178,0.6330146575346589,0.644096739590168
83.84119549300522,75.14218876883388,0.6132319401949644,0.6190433548763394
88.9690618114546,71.91148743778467,0.6162740979343653,0.6190361455082893
84.09611494187266,70.86180642805994,0.6291305888444185,0.6274857604876161
84.66456878837198,76.29663513414562,0.6351476050913334,0.6353798750787973
80.76065636612475,69.5639833342284,0.6194822546094656,0.6482178065925837
82.31145400553942,72.20552158355713,0.6346319299191236,0.6394474226981401
86.17992981988937,72.20109457802027,0.6307548703625798,0.6407528584823012
84.41978696919978,76.63332943990827,0.6302424473688006,0.6250902628526092
81.20362445805222,72.28099062107503,0.6089093238115311,0.6184274079278111
82.75376407243311,74.69979919213802,0.6217889087274671,0.6212114421650767
79.25799016747624,75.5236387848854,0.6473983395844698,0.6265220092609525
82.80742644704878,71.64039364177734,0.6205440247431397,0.6205026172101498
91.10644486919045,80.80587142985314,0.6227367948740721,0.6254240069538355
82.02252283226699,74.39236055780202,0.6187987122684717,0.6334423096850514
84.09749491605908,74.21317567490041,0.6326902033761144,0.633026983588934
84.07365647889674,73.49709080625325,0.6273179659619927,0.6171654872596264
86.25797356572002,77.68107121996582,0.6214167550206184,0.629470944404602
80.00299436133355,73.46544595994055,0.6261817347258329,0.6266913861036301
79.81340104341507,77.45071406383067,0.630985259078443,0.6318477829918265
81.72226560208946,74.64893478527665,0.6226787185296416,0.6214525885879993
79.51768712233752,71.59277507569641,0.6293802643194795,0.6293844310566783
82.56740674376488,72.35827695764601,0.6212826361879706,0.6300148135051131
82.9981128629297,76.79979744087905,0.6284854989498854,0.6238509910181165
81.25508613325655,70.37203178182244,0.6189895495772362,0.6301762256771326
79.80113088339567,76.719063767232,0.6221640156581998,0.6234279572963715
78.30838050786406,68.48249985370785,0.6280066315084696,0.6234780112281442
84.46765704918653,71.60716100595891,0.6301543489098549,0.6318435641005635
86.72390747722238,72.03787832334638,0.6428540889173746,0.6412075823172927
88.4719977369532,76.10318399313837,0.6304988376796246,0.619752018712461
86.19612242188305,78.3913495047018,0.6276248497888446,0.6307386355474591
79.70469368528575,74.61995274666697,0.6054190043359995,0.6304386798292398
82.18421026598662,72.23302033636719,0.6223226645961404,0.6389324124902487
79.51157423201948,76.90635477006435,0.6228827340528369,0.6231382628902793
84.47381691262126,74.89559040311724,0.6213834714144468,0.6283357031643391
79.16079087555408,67.82448710035533,0.626401168294251,0.6272075977176428
87.85950321704149,73.64256305992603,0.6168829258531332,0.6403443291783333
87.94144593644887,73.48162150941789,0.6219427585601807,0.6281877821311355
85.21546383854002,73.98458757065237,0.6265237759798765,0.6177524831146002
80.5286700585857,74.79843667522073,0.6231515435501933,0.6239161491394043
96.63715225458145,71.597072747536,0.6269990503787994,0.6293502114713192
