Mamba Train,LSTM Train,Mamba Test,LSTM Test
9.629761099989992,8.872914500010666,0.19614800001727417,0.1954117999994196
9.527501199976541,8.83074469998246,0.1972498000250198,0.19898819999070838
9.564417999994475,8.873303200001828,0.19716099998913705,0.1985831999918446
9.522141799970996,8.744504800008144,0.204909999971278,0.2021818999783136
9.503123400034383,8.671621699992102,0.19805830001132563,0.19766050000907853
9.577135600033216,8.88003810000373,0.1957045000162907,0.19771150004817173
9.545632000023033,8.793260800011922,0.1969511000206694,0.1974779999582097
9.527281099988613,8.787136200000532,0.19680670002708212,0.19620470004156232
9.55193810001947,8.780697100039106,0.1955805000034161,0.1989348999923095
9.58000129996799,8.874361999973189,0.19716430001426488,0.19492999999783933
9.554237600008491,8.848746399977244,0.1967142000212334,0.19633450004039332
9.516078399959952,8.805004100024235,0.19584140001097694,0.1960691999993287
9.517038499994669,8.733408199972473,0.19488129997625947,0.19567310001002625
9.538158599985763,8.78933479997795,0.19657979998737574,0.19627079996280372
9.555351899995003,8.89031030004844,0.19522769999457523,0.19586570002138615
9.580345000023954,8.792988599976525,0.19574729999294505,0.19475860003149137
9.533231600013096,8.808150199998636,0.19683110003825277,0.19687919999705628
9.603023500007112,8.862907700007781,0.19538889999967068,0.19977280002785847
9.603667300019879,8.839333500014618,0.19474110001465306,0.19533319998299703
9.591412600013427,8.769456500012893,0.19693999999435619,0.19543540000449866
9.521262100024614,8.731966400053352,0.19545190001372248,0.19531939999433234
9.591935199976433,8.78148850001162,0.19851030001882464,0.19694449997041374
9.527067600050941,8.758200499985833,0.20229139999719337,0.1960714000160806
9.642346500011627,8.924673300003633,0.19957709999289364,0.19654769997578114
9.553792400052771,8.873082500009332,0.19530889997258782,0.1971854000003077
9.538751600019168,8.835708499944303,0.19652529997983947,0.19702419999521226
9.53112240001792,8.737324299989268,0.19693390000611544,0.19574170000851154
9.509719699970447,8.886796100006904,0.1965057000052184,0.19544530002167448
9.514354899991304,8.732487699948251,0.19608999998308718,0.195133299974259
9.511224600020796,8.764501700003166,0.2009089000057429,0.19563959998777136
9.522279000026174,8.768720299995039,0.19699470000341535,0.19848939997609705
9.613461799977813,8.84466279996559,0.19964920001802966,0.19743300002301112
9.580203299992718,13.41650530003244,0.19768159999512136,0.20896620000712574
10.129372199997306,9.203449999971781,0.20388590003130957,0.19698870001593605
9.782435100001749,8.916890599997714,0.2035778999561444,0.20049059996381402
9.791370399994776,8.855170599999838,0.20358019997365773,0.19952259998535737
9.773323500005063,9.187923399964347,0.20507560000987723,0.20172569999704137
9.82518980000168,8.958161499991547,0.2120656999759376,0.2013376000104472
9.71720389998518,8.858084799954668,0.20106190000660717,0.19962149998173118
9.61175959999673,8.914138399995863,0.19811360002495348,0.2024731999845244
