Model,label,precision,recall,f1,support
LSTM,no_thrust,0.4138,0.9231,0.5714,13
LSTM,chemical,1.0,1.0,1.0,13
LSTM,electric,0.5,0.0556,0.1,18
LSTM,impulsive,1.0,1.0,1.0,16
LSTM,macro_avg,0.7284,0.7447,0.6679,60
LSTM,weighted_avg,0.723,0.7,0.6371,60
LSTM,t_no_thrust,12.0,0.0,1.0,0
LSTM,t_chemical,0.0,13.0,0.0,0
LSTM,t_electric,17.0,0.0,1.0,0
LSTM,t_impulsive,0.0,0.0,0.0,16
Mamba,no_thrust,0.3333,0.2308,0.2727,13
Mamba,chemical,1.0,1.0,1.0,13
Mamba,electric,0.5455,0.6667,0.6,18
Mamba,impulsive,1.0,1.0,1.0,16
Mamba,macro_avg,0.7197,0.7244,0.7182,60
Mamba,weighted_avg,0.7192,0.7333,0.7224,60
Mamba,t_no_thrust,3.0,0.0,10.0,0
Mamba,t_chemical,0.0,13.0,0.0,0
Mamba,t_electric,6.0,0.0,12.0,0
Mamba,t_impulsive,0.0,0.0,0.0,16
